property_id,month,occupancy,revenue,operating_expenses,noi
P021,2025-12,0.895,272912.46,122904.78,150007.68
P021,2026-01,0.894,273168.73,127079.76,146088.97
P021,2026-02,0.9089,278281.15,130306.62,147974.53
P021,2026-03,0.8781,269391.88,125842.84,143549.04
P021,2026-04,0.8811,270878.84,128533.11,142345.73
P021,2026-05,0.8708,268233.97,129641.3,138592.67
P021,2026-06,0.8679,267903.16,130464.96,137438.2
P021,2026-07,0.8617,266529.65,128271.78,138257.87
P021,2026-08,0.8821,273390.25,134010.74,139379.51
P022,2022-09,0.903,184934.84,66300.8,118634.04
P022,2022-10,0.9083,186661.95,67028.63,119633.32
P022,2022-11,0.9053,186687.14,67146.52,119540.62
P022,2022-12,0.916,189545.8,68285.4,121260.4
P022,2023-01,0.9191,190839.86,68863.22,121976.64
P022,2023-02,0.9121,190037.34,68684.98,121352.36
P022,2023-03,0.9129,190854.67,69092.38,121762.29
P022,2023-04,0.9079,190468.29,69064.46,121403.83
P022,2023-05,0.9129,192185.39,69800.23,122385.16
P022,2023-06,0.8884,187662.85,68268.34,119394.51
P022,2023-07,0.8979,190327.52,69350.12,120977.4
P022,2023-08,0.8999,191415.05,69859.62,121555.43
P022,2023-09,0.9086,193922.83,70889.79,123033.04
P022,2023-10,0.9097,194819.53,71333.21,123486.32
P022,2023-11,0.9065,194810.32,71445.65,123364.67
P022,2023-12,0.9163,197601.87,72587.1,125014.77
P022,2024-01,0.9077,196404.45,72264.38,124140.07
P022,2024-02,0.9096,197499.91,72785.43,124714.48
P022,2024-03,0.8971,195454.81,72148.69,123306.12
P022,2024-04,0.9077,198457.61,73376.06,125081.55
P022,2024-05,0.9023,197949.39,73306.99,124642.4
P022,2024-06,0.9031,198797.85,73740.73,125057.12
P022,2024-07,0.9063,200200.12,74381.45,125818.67
P022,2024-08,0.9105,201829.95,75108.75,126721.2
P022,2024-09,0.9019,200593.69,74769.89,125823.8
P022,2024-10,0.9117,203489.88,75972.57,127517.31
P022,2024-11,0.9055,202800.61,75838.17,126962.44
P022,2024-12,0.913,205181.49,76853.09,128328.4
P022,2025-01,0.9352,210884.26,79117.38,131766.88
P022,2025-02,0.9147,206976.68,77777.45,129199.23
P022,2025-03,0.9149,207735.69,78189.41,129546.28
P022,2025-04,0.9147,208417.89,78573.55,129844.34
P022,2025-05,0.8934,204252.24,77128.12,127124.12
P022,2025-06,0.9032,207217.07,78374.73,128842.34
P022,2025-07,0.8924,205443.34,77830.02,127613.32
P022,2025-08,0.9298,214790.38,81503.16,133287.22
P022,2025-09,0.9157,212250.27,80670.07,131580.2
P022,2025-10,0.9042,210303.02,80059.76,130243.26
P022,2025-11,0.9113,212686.26,81098.49,131587.77
P022,2025-12,0.8986,210441.48,80372.82,130068.66
P022,2026-01,0.9093,213698.73,81749.36,131949.37
P022,2026-02,0.916,216017.33,82770.5,133246.83
P022,2026-03,0.9113,215649.84,82763.85,132885.99
P022,2026-04,0.8865,210506.37,80921.02,129585.35
P022,2026-05,0.8929,212755.28,81918.32,130836.96
P022,2026-06,0.8875,212180.5,81829.65,130350.85
P022,2026-07,0.9046,217012.84,83829.18,133183.66
P022,2026-08,0.902,217143.66,84015.9,133127.76
P023,2022-09,0.9062,225293.68,88932.62,136361.06
P023,2022-10,0.9072,226240.52,89609.28,136631.24
P023,2022-11,0.9124,228246.0,90710.23,137535.77
P023,2022-12,0.9124,228963.13,91303.87,137659.26
P023,2023-01,0.9275,233473.91,93418.41,140055.5
P023,2023-02,0.9088,229480.43,92131.95,137348.48
P023,2023-03,0.8987,227640.25,91703.14,135937.11
P023,2023-04,0.9095,231079.18,93404.21,137674.97
P023,2023-05,0.9016,229788.38,93197.49,136590.89
P023,2023-06,0.8969,229309.15,93318.57,135990.58
P023,2023-07,0.9132,234212.23,95637.18,138575.05
P023,2023-08,0.9059,233066.25,95492.02,137574.23
P023,2023-09,0.9258,238936.88,98229.37,140707.51
P023,2023-10,0.9177,237564.26,97996.33,139567.93
P023,2023-11,0.911,236568.12,97916.4,138651.72
P023,2023-12,0.9114,237413.06,98599.41,138813.65
P023,2024-01,0.9211,240686.22,100297.81,140388.41
P023,2024-02,0.9099,238507.88,99727.17,138780.71
P023,2024-03,0.9027,237368.91,99587.56,137781.35
P023,2024-04,0.9089,239735.06,100921.41,138813.65
P023,2024-05,0.8974,237456.29,100301.16,137155.13
P023,2024-06,0.8958,237754.95,100767.93,136987.02
P023,2024-07,0.8988,239313.18,101772.37,137540.81
P023,2024-08,0.9045,241563.8,103077.92,138485.88
P023,2024-09,0.9165,245537.07,105128.72,140408.35
P023,2024-10,0.9204,247360.81,106268.78,141092.03
P023,2024-11,0.9139,246380.87,106206.79,140174.08
P023,2024-12,0.9109,246345.05,106551.52,139793.53
P023,2025-01,0.9074,246157.88,106831.69,139326.19
P023,2025-02,0.8991,244672.21,106547.06,138125.15
P023,2025-03,0.8859,241828.61,105665.94,136162.67
P023,2025-04,0.893,244528.55,107208.06,137320.49
P023,2025-05,0.91,249967.4,109964.31,140003.09
P023,2025-06,0.9085,250327.38,110496.17,139831.21
P023,2025-07,0.9178,253672.74,112352.61,141320.13
P023,2025-08,0.9101,252319.36,112132.23,140187.13
P023,2025-09,0.908,252539.71,112610.81,139928.9
P023,2025-10,0.9106,254042.05,113664.94,140377.11
P023,2025-11,0.9259,259122.6,116331.34,142791.26
P023,2025-12,0.9083,254987.14,114863.02,140124.12
P023,2026-01,0.9166,258133.01,116674.51,141458.5
P023,2026-02,0.8986,253859.17,115131.93,138727.24
P023,2026-03,0.9095,257727.5,117282.77,140444.73
P023,2026-04,0.8996,255703.58,116756.42,138947.16
P023,2026-05,0.9011,256932.08,117715.27,139216.81
P023,2026-06,0.9051,258890.86,119015.0,139875.86
P023,2026-07,0.905,259667.41,119776.86,139890.55
P023,2026-08,0.9003,259136.83,119937.54,139199.29
P024,2022-09,0.9625,384940.37,131289.39,253650.98
P024,2022-10,0.9634,386498.6,132420.01,254078.59
P024,2022-11,0.9728,391522.07,134750.83,256771.24
P024,2022-12,0.9753,393765.44,136138.92,257626.52
P024,2023-01,0.9649,390786.9,135723.23,255063.67
P024,2023-02,0.9479,385146.43,134372.25,250774.18
P024,2023-03,0.9619,392069.41,137409.32,254660.09
P024,2023-04,0.9531,389711.39,137203.7,252507.69
P024,2023-05,0.9539,391249.37,138371.26,252878.11
P024,2023-06,0.9477,389970.17,138545.73,251424.44
P024,2023-07,0.9565,394817.38,140905.36,253912.02
P024,2023-08,0.9515,394003.91,141254.17,252749.74
P024,2023-09,0.9441,392173.77,141237.1,250936.67
P024,2023-10,0.9645,401917.37,145404.06,256513.31
P024,2023-11,0.952,397977.68,144633.2,253344.48
P024,2023-12,0.959,402160.32,146817.56,255342.76
P024,2024-01,0.9713,408620.21,149853.93,258766.28
P024,2024-02,0.965,407254.36,150031.88,257222.48
P024,2024-03,0.9508,402527.53,148964.54,253562.99
P024,2024-04,0.9689,411497.39,152976.21,258521.18
P024,2024-05,0.9396,400323.3,149498.62,250824.68
P024,2024-06,0.946,404299.36,151669.72,252629.64
P024,2024-07,0.9436,404566.51,152459.77,252106.74
P024,2024-08,0.9561,411209.84,155667.64,255542.2
P024,2024-09,0.9455,407965.71,155141.51,252824.2
P024,2024-10,0.9613,416105.95,158956.31,257149.64
P024,2024-11,0.964,418565.49,160622.65,257942.84
P024,2024-12,0.9699,422479.26,162861.44,259617.82
P024,2025-01,0.9709,424250.34,164287.52,259962.82
P024,2025-02,0.9741,427006.84,166106.53,260900.31
P024,2025-03,0.957,420825.29,164445.96,256379.33
P024,2025-04,0.9401,414720.14,162796.86,251923.28
P024,2025-05,0.9561,423098.89,166840.81,256258.08
P024,2025-06,0.9334,414349.08,164133.15,250215.93
P024,2025-07,0.9552,425375.33,169266.77,256108.56
P024,2025-08,0.9409,420351.47,168027.94,252323.53
P024,2025-09,0.9512,426270.75,171168.55,255102.2
P024,2025-10,0.9417,423381.64,170781.16,252600.48
P024,2025-11,0.9475,427345.15,173163.45,254181.7
P024,2025-12,0.9663,437204.19,177963.64,259240.55
P024,2026-01,0.9634,437245.09,178789.25,258455.84
P024,2026-02,0.9469,431117.53,177084.95,254032.58
P024,2026-03,0.9683,442282.31,182496.71,259785.6
P024,2026-04,0.9458,433368.51,179631.43,253737.08
P024,2026-05,0.9491,436268.31,181655.33,254612.98
P024,2026-06,0.9461,436229.92,182464.95,253764.97
P024,2026-07,0.9491,439012.41,184463.44,254548.97
P024,2026-08,0.9392,435794.29,183943.54,251850.75
